age,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,gender_Male,city_type_Semi-Urban,city_type_Urban,mental_state_Burnout,mental_state_Distracted,mental_state_Focused,learning_style_Practical,learning_style_Reading,learning_style_Visual,career_goal_Business,career_goal_Engineering,career_goal_Medical,career_goal_Research
23,8.0,7,97,88,2.0,0,46,1.8,2.1,5,10,5.0,5,5.6,1,0.0,7,9,5,5,9,6,7,100,0,1,0,0,0,1,1,0,0,0,0,0,1
15,2.8,4,59,94,3.5,0,112,2.8,0.3,6,1,5.0,9,6.4,2,1.1,2,1,2,5,3,6,4,42,1,1,0,0,0,1,0,1,0,0,1,0,0
20,4.5,7,68,59,5.4,1,89,1.3,3.9,7,6,1.0,9,9.2,5,1.3,3,1,3,5,4,10,1,22,0,1,0,0,1,0,0,0,0,0,0,1,0
21,5.5,4,95,70,3.9,0,94,2.3,2.1,10,6,1.0,8,5.9,5,1.0,10,6,3,5,10,4,10,65,1,1,0,0,1,0,1,0,0,1,0,0,0
21,3.4,4,78,54,2.4,1,56,0.3,0.1,2,10,2.0,8,5.4,6,1.3,6,7,2,4,6,4,5,60,1,1,0,0,1,0,1,0,0,0,0,0,0
15,3.1,0,79,70,1.7,0,84,3.2,1.8,6,4,8.0,4,6.5,6,1.9,5,9,3,2,2,9,7,58,0,1,0,0,0,0,0,0,1,0,0,1,0
20,4.6,2,80,50,4.2,0,76,1.8,2.6,10,4,7.0,1,7.7,4,0.7,2,9,10,5,8,10,6,56,0,0,1,0,0,0,0,0,0,0,1,0,0
15,6.8,2,89,95,3.7,1,12,4.4,4.2,7,2,10.0,6,5.4,4,1.7,1,8,8,6,10,7,3,79,1,0,1,0,0,0,0,1,0,1,0,0,0
16,6.2,7,83,53,3.5,0,51,0.4,2.0,6,8,1.0,9,9.2,7,1.3,8,4,2,1,4,10,1,40,0,0,1,1,0,0,0,1,0,0,1,0,0
22,3.1,4,74,71,2.9,1,111,0.5,0.9,9,10,6.0,9,5.4,0,0.3,6,4,10,4,4,1,5,58,0,0,1,0,1,0,1,0,0,0,1,0,0
21,3.8,5,93,67,4.4,1,34,1.7,0.1,5,10,3.0,5,6.0,5,2.0,7,10,10,8,5,4,7,48,1,1,0,0,0,0,1,0,0,0,1,0,0
22,2.8,6,56,70,2.7,0,69,1.7,3.0,1,6,7.0,1,7.2,2,0.0,2,2,4,8,3,8,7,70,1,1,0,0,1,0,0,0,0,0,0,1,0
16,5.4,0,91,86,4.7,0,102,1.1,3.4,6,4,2.0,3,6.3,5,1.8,10,8,8,6,10,8,3,64,0,0,0,0,1,0,0,0,1,0,0,1,0
21,3.8,4,77,50,4.7,1,64,1.1,1.1,1,10,4.0,6,6.6,2,2.3,10,6,3,2,3,4,4,60,0,0,1,0,0,0,0,0,0,0,0,0,1
23,3.3,7,54,79,4.9,0,99,1.7,3.8,6,9,10.0,5,5.6,2,1.2,8,8,10,7,2,10,2,49,0,0,1,0,0,1,0,1,0,0,1,0,0
21,0.5,1,75,52,1.0,1,11,2.4,2.8,5,10,8.0,2,7.5,5,0.2,3,1,5,1,3,8,10,67,1,0,1,0,0,1,1,0,0,0,0,0,0
20,4.9,6,84,95,2.8,1,64,1.4,1.6,7,6,4.0,3,6.6,0,0.6,1,5,7,4,2,9,6,79,1,1,0,0,0,1,0,0,0,0,1,0,0
16,3.1,1,48,88,5.5,1,7,2.0,4.0,7,9,1.0,3,7.2,0,1.3,5,3,7,7,1,6,3,29,0,0,1,0,0,0,0,1,0,0,0,0,0
21,6.0,4,52,80,3.2,1,105,1.9,3.3,10,1,7.0,6,6.2,6,0.0,2,9,6,6,1,8,8,47,0,0,1,0,0,0,0,0,0,0,0,0,0
23,5.8,3,84,62,2.2,0,108,3.3,0.9,3,1,3.0,2,6.1,3,1.5,8,9,1,3,6,5,1,36,0,1,0,1,0,0,0,0,1,0,0,0,1
20,4.8,4,45,82,0.9,1,8,2.1,0.7,6,5,4.0,2,4.0,6,1.1,7,3,1,1,4,4,7,66,0,1,0,0,0,1,0,0,0,1,0,0,0
18,4.8,6,43,67,2.2,0,112,1.3,2.7,5,5,9.0,4,6.3,5,0.7,1,1,1,7,5,9,3,60,0,1,0,1,0,0,0,1,0,0,1,0,0
21,3.3,1,91,96,0.1,1,63,1.8,4.4,4,2,10.0,9,8.0,2,2.1,7,10,7,4,8,5,6,56,1,1,0,1,0,0,0,0,0,0,0,0,0
17,1.8,1,77,95,1.0,1,74,3.1,0.2,10,8,6.0,4,3.4,0,1.4,6,3,6,9,10,7,4,48,0,1,0,1,0,0,0,0,1,0,0,1,0
22,5.1,5,94,76,2.4,0,88,1.1,2.5,4,1,1.0,8,8.6,1,3.1,1,10,8,9,4,7,4,25,0,0,1,1,0,0,0,0,0,0,1,0,0
17,4.8,5,54,80,4.4,1,17,2.3,3.3,2,1,2.0,9,6.1,6,1.0,10,7,1,8,10,7,3,15,0,0,1,1,0,0,1,0,0,0,0,1,0
15,5.5,5,92,75,2.5,1,34,1.6,0.9,1,4,7.0,1,6.9,3,2.3,2,1,2,3,4,1,1,86,0,1,0,0,1,0,0,0,0,0,0,0,0
21,6.6,3,64,94,3.5,1,118,0.8,1.5,5,3,1.0,6,7.5,4,0.9,10,1,7,8,10,1,9,69,1,0,1,0,0,1,1,0,0,0,1,0,0
23,3.6,2,61,85,2.3,0,67,2.0,3.7,9,7,7.0,1,5.5,4,0.6,9,5,7,10,2,1,6,58,1,0,0,1,0,0,0,0,1,0,0,0,0
23,5.5,1,88,59,3.8,1,114,2.3,4.2,5,7,4.0,6,5.0,2,1.3,1,5,9,9,9,2,7,62,0,0,0,0,0,0,0,0,1,0,0,0,1
23,2.2,1,87,60,6.2,1,80,2.4,2.3,3,5,4.0,8,4.0,2,1.2,6,1,3,4,10,10,2,26,0,1,0,0,1,0,0,0,0,1,0,0,0
18,2.8,4,81,64,5.5,0,69,1.6,3.8,7,9,3.0,8,5.3,6,1.0,10,6,6,3,8,1,4,47,1,0,0,0,1,0,0,1,0,1,0,0,0
15,3.2,6,55,83,3.8,0,101,3.1,0.1,4,9,6.0,5,6.7,1,0.5,10,7,8,7,4,8,10,51,0,0,0,1,0,0,0,1,0,0,0,1,0
19,3.5,7,84,65,2.4,1,62,0.8,0.2,5,7,4.0,3,5.1,6,1.3,4,3,3,3,2,6,1,47,0,0,0,0,0,0,0,1,0,0,0,0,0
15,5.2,1,53,77,1.5,1,77,1.5,0.6,10,5,3.0,1,8.4,6,0.3,3,6,3,4,1,2,1,35,0,0,0,1,0,0,1,0,0,0,0,0,1
18,3.4,7,69,63,4.2,1,78,1.1,3.4,4,7,1.0,10,6.8,7,1.7,4,8,8,2,6,10,4,20,0,0,1,0,1,0,0,1,0,0,1,0,0
16,6.8,4,70,91,2.9,1,119,2.9,5.0,8,4,6.0,4,6.1,6,0.1,6,1,5,3,2,3,2,57,1,0,0,0,0,1,0,0,0,0,0,0,1
15,4.2,7,83,78,4.7,1,40,1.5,3.6,8,9,6.0,6,7.0,4,0.8,5,1,5,1,3,9,4,48,1,0,1,0,1,0,0,0,1,0,1,0,0
18,5.7,6,49,69,3.0,1,11,1.0,4.5,6,3,9.0,2,7.5,3,1.0,6,1,2,7,6,1,10,86,0,0,1,0,1,0,0,0,1,1,0,0,0
20,1.7,1,71,59,2.9,0,31,2.4,1.5,9,9,3.0,10,7.4,2,1.5,4,4,4,7,5,7,6,29,0,0,1,1,0,0,0,0,1,0,0,0,0
23,5.5,1,73,74,0.2,0,31,0.0,5.2,4,8,4.0,8,6.1,7,1.4,9,3,6,3,9,1,7,78,0,0,1,0,1,0,0,1,0,0,0,1,0
19,4.8,0,64,88,3.6,1,89,0.0,1.6,7,10,4.0,2,6.1,4,1.3,7,8,5,10,10,8,4,65,1,0,0,0,0,0,0,0,1,0,0,1,0
19,4.3,4,59,96,1.6,0,62,4.2,2.4,10,6,2.0,8,5.9,5,2.3,4,8,4,6,5,4,7,44,1,1,0,1,0,0,0,0,0,0,0,0,0
22,5.0,3,53,56,2.9,0,61,1.3,1.2,10,5,9.0,8,6.2,7,0.0,10,10,7,2,2,5,6,46,0,1,0,0,0,0,0,1,0,0,0,0,1
21,2.0,6,95,78,0.7,1,110,2.1,2.0,2,2,4.0,3,5.2,7,1.8,5,8,8,4,10,1,6,43,0,0,0,1,0,0,0,0,1,0,1,0,0
23,2.8,2,83,53,3.9,0,100,1.4,4.3,8,7,3.0,2,7.7,4,1.9,9,7,7,5,6,7,9,59,0,1,0,0,0,0,0,1,0,0,1,0,0
21,4.8,3,57,69,3.7,1,37,2.0,3.5,5,5,7.0,3,9.0,4,0.8,9,4,1,5,4,3,7,59,1,1,0,0,1,0,0,0,1,0,0,0,1
20,3.8,4,71,87,4.0,1,99,0.2,1.6,2,8,5.0,3,5.2,0,1.0,3,8,4,5,9,4,9,70,1,1,0,1,0,0,0,0,0,0,1,0,0
15,4.6,0,57,52,4.9,1,66,2.1,1.9,10,4,3.0,7,6.0,7,1.4,8,7,2,10,3,8,3,13,1,1,0,0,1,0,0,1,0,1,0,0,0
18,6.3,2,54,82,3.2,1,60,1.5,1.7,9,3,6.0,9,7.2,3,1.7,7,7,7,6,1,3,5,45,1,1,0,0,0,1,1,0,0,0,0,1,0
21,5.2,0,68,95,0.7,1,93,0.7,0.5,4,4,7.0,4,4.9,1,1.5,10,6,3,8,7,5,2,56,1,0,0,0,1,0,1,0,0,0,0,1,0
23,1.7,5,46,61,3.3,0,68,1.2,4.3,7,9,1.0,4,6.9,1,1.0,6,1,10,5,6,10,2,12,0,1,0,0,1,0,0,0,1,0,0,0,1
21,2.2,4,56,58,1.5,1,34,1.7,0.5,6,2,1.0,1,4.2,3,1.2,8,1,7,8,5,8,1,23,0,1,0,0,1,0,0,0,1,0,1,0,0
15,6.3,1,78,51,0.9,1,29,2.3,1.9,3,9,1.0,8,6.6,6,1.6,1,7,8,2,10,2,3,56,0,0,0,0,1,0,0,1,0,1,0,0,0
20,1.5,4,49,89,2.6,0,37,1.0,2.5,9,6,3.0,8,7.8,1,1.1,1,9,10,9,3,4,2,20,0,0,0,0,1,0,1,0,0,0,1,0,0
15,4.5,0,97,78,0.8,1,105,1.0,2.4,4,2,2.0,6,7.7,5,1.3,4,10,4,6,4,9,7,33,1,0,0,1,0,0,0,0,1,1,0,0,0
18,6.9,4,41,100,0.8,1,7,1.0,2.1,7,8,10.0,3,5.0,4,0.0,10,5,4,2,1,7,7,81,1,1,0,0,0,1,0,0,0,0,1,0,0
19,5.0,3,100,83,1.0,0,23,1.4,3.9,1,6,4.0,10,6.7,5,0.0,7,9,4,9,1,9,8,64,1,0,1,1,0,0,0,1,0,0,0,0,0
21,5.0,6,89,57,1.9,1,95,1.0,0.3,8,10,9.0,5,6.8,5,1.7,1,5,6,3,1,2,3,66,1,0,1,1,0,0,0,1,0,0,0,0,0
19,4.2,2,92,62,2.3,1,23,1.5,3.5,4,4,7.0,6,5.4,0,1.0,8,1,9,4,7,5,10,60,1,1,0,0,1,0,0,0,0,0,1,0,0
17,4.7,3,44,54,2.5,0,38,1.3,1.4,3,5,4.0,6,5.9,4,2.1,3,3,10,9,10,6,10,66,0,0,1,0,0,0,0,1,0,0,0,0,1
16,4.0,2,75,69,3.1,1,98,1.4,0.0,2,1,10.0,7,6.2,0,0.7,1,1,2,10,6,9,5,61,0,0,1,0,0,0,0,1,0,0,0,0,0
21,3.3,2,65,52,4.4,0,100,0.0,1.2,6,4,7.0,1,6.5,2,2.4,10,3,3,8,1,10,5,44,0,0,1,0,1,0,1,0,0,0,0,1,0
21,2.0,1,77,99,3.8,1,106,0.9,0.1,3,9,3.0,9,7.2,2,1.0,8,5,10,4,6,6,7,49,0,1,0,1,0,0,0,1,0,0,0,0,1
17,2.6,2,77,73,1.7,0,11,1.4,5.0,7,8,4.0,8,6.6,5,0.7,9,6,5,10,10,6,8,68,0,0,0,0,0,1,0,0,1,0,0,0,0
23,5.5,7,65,60,6.4,1,60,2.4,2.5,4,4,3.0,4,4.7,1,0.2,1,7,4,8,9,2,2,56,0,0,0,0,0,1,1,0,0,0,0,0,1
23,4.3,1,87,65,3.1,1,67,1.6,6.7,5,2,7.0,10,7.9,7,1.4,7,3,2,6,2,10,8,23,0,0,0,1,0,0,0,1,0,0,0,0,1
16,1.5,6,62,93,3.2,1,112,1.6,1.1,8,7,6.0,4,5.9,5,3.6,5,1,9,7,2,6,1,55,0,0,0,0,0,1,1,0,0,1,0,0,0
23,4.3,7,81,79,0.0,0,14,1.3,0.0,7,2,8.0,1,5.6,7,0.6,4,6,7,8,3,5,8,86,1,1,0,0,0,0,0,0,0,0,0,1,0
16,2.9,6,52,79,6.0,1,110,1.2,2.9,8,9,8.0,9,5.9,3,0.0,6,9,9,9,5,3,6,18,0,0,1,1,0,0,1,0,0,0,0,0,1
20,2.9,3,46,89,0.0,1,41,0.0,3.6,8,5,8.0,10,6.9,7,0.7,4,6,3,1,10,1,6,55,0,1,0,1,0,0,0,0,1,0,0,0,1
23,5.5,0,55,99,4.2,1,108,2.1,2.5,7,7,6.0,10,6.3,3,0.9,9,4,10,1,9,8,2,35,0,1,0,1,0,0,0,1,0,1,0,0,0
21,2.0,6,83,96,3.2,1,51,2.3,1.2,3,10,1.0,8,7.6,4,0.2,9,9,10,9,2,7,7,40,0,0,1,0,1,0,1,0,0,0,0,0,0
20,5.3,1,52,83,3.6,1,33,1.3,1.2,6,3,4.0,7,7.9,0,1.4,5,6,7,8,9,6,7,31,1,1,0,0,1,0,0,0,0,0,0,0,1
17,0.9,0,82,89,5.4,0,32,2.7,2.2,3,5,8.0,2,6.0,2,1.0,5,6,9,5,10,8,5,70,1,0,0,0,1,0,0,1,0,0,0,0,0
17,4.5,7,66,76,1.5,0,104,1.8,3.2,4,10,4.0,5,4.3,1,0.2,1,8,4,10,2,6,9,84,0,0,0,0,0,1,0,0,0,0,1,0,0
16,2.4,6,53,56,0.1,1,110,2.2,1.0,6,8,10.0,1,8.2,0,0.5,10,3,9,6,1,9,5,47,1,1,0,1,0,0,0,0,0,1,0,0,0
19,5.1,0,93,69,3.3,1,51,3.0,0.7,4,3,1.0,5,6.3,1,0.0,10,4,1,2,10,10,3,44,0,1,0,0,1,0,0,0,1,0,0,0,1
20,5.5,1,88,95,2.9,1,100,2.8,1.7,3,2,8.0,10,8.2,6,0.6,8,8,3,5,7,8,3,46,1,0,0,0,0,1,0,1,0,0,1,0,0
23,3.4,5,57,86,2.2,0,96,2.9,3.1,7,5,8.0,6,4.3,4,1.9,5,1,5,3,10,3,10,65,0,0,1,0,1,0,1,0,0,1,0,0,0
17,3.1,7,90,88,4.0,0,17,1.7,4.7,3,5,9.0,1,6.5,0,0.9,7,2,3,4,1,2,2,77,0,1,0,0,0,0,0,0,1,0,0,0,1
20,6.2,2,67,89,0.7,0,102,1.9,0.3,10,2,9.0,9,6.4,4,2.0,8,7,4,1,10,9,7,53,1,1,0,1,0,0,0,0,1,0,0,0,0
19,2.8,2,89,68,1.8,0,77,1.2,3.4,7,1,7.0,1,6.9,4,0.3,8,9,8,4,9,8,1,42,0,1,0,0,1,0,0,1,0,1,0,0,0
19,0.7,3,47,66,4.9,0,47,0.6,3.4,2,1,6.0,9,7.6,3,0.9,6,2,8,2,5,7,7,31,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2.3,1,43,60,4.8,0,34,1.7,2.3,9,7,10.0,9,6.6,3,0.0,10,4,4,7,4,4,9,30,0,1,0,1,0,0,0,0,1,1,0,0,0
23,5.3,2,41,61,1.4,1,32,1.4,0.7,7,8,5.0,9,6.6,3,1.2,8,9,7,5,9,8,8,40,1,0,0,0,1,0,0,0,0,0,0,0,0
22,3.8,4,53,91,1.9,0,80,1.0,2.6,9,8,4.0,2,7.1,4,1.9,1,7,4,9,10,10,3,57,1,1,0,0,0,1,0,0,1,0,0,0,1
15,2.8,2,49,58,3.4,0,51,1.8,0.1,9,8,7.0,6,5.4,4,2.2,6,4,5,7,7,9,9,56,1,0,0,0,0,1,1,0,0,0,1,0,0
22,6.2,2,56,85,3.3,0,95,1.5,0.1,6,6,9.0,3,6.2,7,0.1,5,7,8,9,8,2,6,82,1,1,0,0,0,0,1,0,0,0,0,0,0
18,6.0,3,80,88,3.2,1,42,1.1,2.0,10,4,9.0,4,5.3,0,1.0,4,10,5,1,2,9,1,56,1,0,1,0,1,0,0,0,1,1,0,0,0
23,2.6,1,83,99,2.2,1,109,0.4,3.3,6,8,8.0,8,6.3,7,0.0,9,5,4,7,3,8,8,73,1,0,1,0,0,1,0,0,1,0,0,0,1
22,4.2,4,80,70,3.1,1,58,1.9,1.5,4,3,2.0,3,7.3,0,1.7,6,2,3,9,9,6,7,63,0,0,1,1,0,0,0,1,0,0,1,0,0
16,5.7,4,53,89,2.3,0,89,2.9,2.9,8,7,5.0,9,5.5,7,0.8,4,2,1,1,3,7,5,39,1,1,0,0,1,0,0,1,0,0,0,0,1
21,2.5,0,43,56,1.3,0,15,0.5,1.8,7,2,9.0,6,6.7,1,2.5,8,4,9,6,1,3,1,34,0,0,0,0,1,0,1,0,0,1,0,0,0
21,3.3,5,46,71,3.4,0,94,0.8,4.1,5,3,9.0,10,6.5,0,0.6,5,8,6,2,2,9,1,9,1,0,0,1,0,0,1,0,0,0,1,0,0
16,5.1,2,90,51,4.0,1,99,0.7,1.4,1,10,3.0,5,5.4,4,1.3,8,10,8,8,6,9,5,31,0,0,1,1,0,0,1,0,0,0,1,0,0
18,4.3,0,87,59,3.5,1,58,0.2,3.2,8,5,2.0,4,5.2,3,0.0,2,2,5,1,2,3,9,42,1,0,0,0,1,0,0,0,0,0,0,1,0
19,4.8,7,74,72,0.0,0,90,0.6,1.4,8,9,3.0,1,5.7,0,1.8,7,3,5,6,2,7,9,78,0,0,1,0,0,0,0,0,0,0,1,0,0
20,3.3,3,59,53,4.7,1,15,1.8,0.0,4,2,3.0,2,7.8,0,1.5,5,10,1,4,4,8,5,39,1,0,1,0,0,0,0,0,1,1,0,0,0
15,4.2,4,75,61,2.9,1,23,1.2,1.4,10,1,7.0,9,5.8,7,1.1,1,9,2,9,8,7,1,37,1,0,1,0,0,1,0,0,0,0,0,1,0
16,5.0,3,100,63,2.8,1,28,1.6,1.5,6,6,1.0,6,6.7,0,0.6,1,9,6,10,10,6,5,60,0,0,0,0,1,0,0,0,1,0,0,0,0
22,6.3,4,64,66,2.9,0,112,2.6,1.6,5,8,10.0,8,7.4,1,1.0,1,4,7,2,7,5,6,75,0,1,0,0,1,0,0,1,0,0,0,1,0
15,5.7,0,78,81,3.2,1,91,1.5,2.9,2,4,9.0,7,6.6,0,0.7,1,9,8,1,8,5,3,61,1,1,0,0,0,0,1,0,0,0,0,0,0
17,3.0,3,92,65,0.3,0,16,1.0,1.2,3,7,9.0,2,7.2,0,1.5,5,7,5,5,6,10,10,100,1,0,1,0,0,1,0,0,1,0,1,0,0
20,4.0,1,84,51,0.3,0,85,1.0,3.4,1,2,3.0,3,6.0,7,1.9,9,2,9,5,4,4,3,35,1,0,1,1,0,0,0,1,0,0,0,0,0
16,4.7,3,40,73,2.5,1,28,0.1,2.7,8,4,2.0,3,5.8,2,0.7,1,7,1,6,10,4,7,54,0,0,1,1,0,0,0,0,1,0,0,0,1
22,2.9,2,92,79,0.8,0,26,0.3,1.1,5,2,9.0,5,7.5,7,2.5,1,5,9,5,5,6,6,69,0,0,1,0,0,1,0,0,0,0,0,1,0
22,5.0,7,54,86,1.5,1,77,1.2,3.0,7,7,10.0,3,7.6,7,0.4,6,2,1,3,3,7,4,76,1,0,1,0,0,1,0,1,0,0,0,0,1
18,0.5,6,65,61,1.8,0,14,1.5,3.3,1,9,2.0,5,6.5,5,0.7,4,2,2,8,2,10,7,27,0,0,1,1,0,0,1,0,0,0,1,0,0
17,3.2,6,89,100,5.1,1,75,2.7,0.7,8,2,3.0,1,7.2,4,0.5,8,10,2,5,4,3,10,78,0,0,0,0,1,0,0,0,1,0,1,0,0
22,3.4,5,92,54,1.4,1,40,1.3,3.1,2,3,3.0,10,4.8,0,0.6,8,10,7,7,8,8,5,24,0,0,0,0,0,0,0,0,1,0,0,0,1
16,1.1,3,88,69,6.1,1,6,2.3,0.0,6,10,3.0,3,5.8,0,0.0,8,2,3,8,3,5,9,71,0,0,0,0,1,0,0,0,1,1,0,0,0
20,3.8,0,67,98,5.3,0,15,1.6,2.5,6,9,7.0,4,6.7,2,0.8,3,1,5,4,9,4,3,73,0,0,1,0,1,0,0,1,0,0,1,0,0
20,3.3,4,75,65,6.1,0,37,0.3,4.8,4,10,8.0,9,7.2,0,0.7,1,3,4,2,10,7,9,60,1,0,0,1,0,0,0,0,1,0,0,0,1
15,6.3,5,55,53,4.2,1,11,1.2,2.6,4,3,3.0,10,7.2,6,1.5,8,1,7,10,4,1,2,31,0,1,0,0,0,0,0,0,1,0,0,1,0
15,4.0,0,44,55,1.7,1,94,1.6,0.0,3,3,5.0,7,5.9,2,0.8,5,7,6,10,3,7,5,36,0,0,0,0,0,0,1,0,0,0,0,0,1
16,4.9,6,73,72,1.8,0,113,1.3,0.5,7,1,2.0,5,7.7,7,1.7,3,5,2,8,3,5,1,54,0,0,0,0,1,0,1,0,0,0,0,1,0
23,4.5,6,73,70,1.0,0,25,2.0,1.3,7,10,1.0,6,6.3,5,1.0,10,2,10,1,8,7,2,62,0,0,0,0,1,0,1,0,0,1,0,0,0
23,4.8,2,88,79,2.2,0,32,2.6,0.9,3,9,9.0,8,8.0,2,1.2,10,3,6,2,9,2,10,97,0,0,0,1,0,0,1,0,0,0,0,0,1
22,3.4,4,69,98,1.9,0,88,0.1,2.5,3,4,3.0,9,7.9,4,1.2,5,2,9,2,5,7,3,49,1,0,1,0,0,1,1,0,0,0,0,1,0
17,4.7,2,70,68,3.1,1,110,0.4,0.0,10,5,8.0,8,6.6,0,0.2,10,7,4,3,3,2,8,49,0,1,0,0,1,0,0,0,1,0,0,0,1
20,7.1,1,44,82,0.6,1,44,1.6,1.0,8,9,5.0,3,8.7,5,1.4,1,9,4,2,10,3,6,87,0,0,1,0,0,0,0,1,0,0,0,0,0
17,4.0,1,87,65,1.5,0,5,1.1,1.3,9,5,8.0,6,6.5,6,1.2,7,3,3,10,3,10,6,56,0,1,0,0,0,1,0,1,0,0,0,0,0
15,5.2,4,80,90,5.9,1,114,2.4,3.7,7,6,8.0,3,6.3,2,2.5,8,8,7,2,3,7,8,71,0,1,0,0,0,1,0,0,1,1,0,0,0
16,3.4,1,43,78,4.2,1,74,3.0,2.0,5,10,7.0,5,6.7,6,2.3,8,5,5,10,6,6,8,50,1,0,1,1,0,0,0,0,0,0,0,0,1
18,3.1,7,45,70,2.6,1,81,1.9,4.1,8,10,3.0,9,6.0,5,0.1,4,5,5,3,9,1,6,53,0,0,0,1,0,0,1,0,0,1,0,0,0
22,5.9,6,47,62,4.3,0,45,1.0,0.9,10,4,5.0,6,6.9,5,1.1,2,9,2,9,10,4,1,49,1,0,0,0,1,0,0,1,0,0,0,0,0
16,4.1,1,45,92,4.3,1,110,1.5,0.8,1,4,2.0,2,7.1,0,1.3,5,3,2,4,1,3,1,45,0,0,1,0,1,0,0,0,0,0,0,1,0
17,1.5,6,55,96,4.2,0,25,2.9,4.3,7,7,4.0,1,7.9,4,0.4,5,3,4,1,4,4,4,59,1,1,0,0,0,1,0,0,1,0,0,0,1
18,4.0,7,41,66,2.7,0,27,2.5,2.7,10,4,7.0,6,8.2,0,0.8,8,6,1,7,1,8,3,49,1,1,0,0,1,0,0,1,0,0,0,0,0
15,0.6,4,77,58,3.7,0,78,1.7,1.0,2,7,9.0,9,7.0,6,0.9,1,7,7,9,9,1,10,69,1,1,0,0,0,1,0,0,0,0,0,0,0
19,5.5,1,54,55,4.2,1,27,0.8,2.7,1,4,3.0,5,7.8,0,0.4,9,6,6,4,1,9,10,44,1,0,1,0,0,0,0,0,1,0,0,1,0
22,3.9,2,79,69,0.0,1,81,0.4,3.4,5,8,2.0,5,6.8,6,0.8,8,9,2,3,4,5,10,65,1,0,1,0,1,0,0,1,0,0,1,0,0
18,3.5,5,40,62,3.5,1,114,0.2,1.9,8,2,8.0,10,6.6,6,2.6,3,6,1,6,5,2,4,31,1,1,0,0,0,0,0,1,0,0,0,0,0
21,4.9,5,98,75,2.0,1,50,1.8,2.4,5,7,3.0,10,6.3,1,2.0,10,2,7,10,2,5,10,52,0,0,1,0,0,0,0,1,0,0,1,0,0
15,7.4,0,46,83,2.1,0,83,2.6,2.1,9,3,6.0,5,4.3,2,0.6,1,10,2,7,1,5,8,55,0,0,0,0,1,0,1,0,0,0,0,0,0
15,6.9,2,85,75,2.0,0,8,0.6,1.2,10,2,3.0,2,7.8,1,0.6,5,4,1,7,6,10,1,53,1,0,0,0,1,0,1,0,0,1,0,0,0
23,1.7,7,72,51,2.3,1,18,1.0,0.9,1,5,10.0,5,5.9,2,0.0,3,3,3,4,10,1,4,71,0,1,0,0,0,1,0,0,1,0,1,0,0
19,5.7,2,87,100,2.6,0,5,0.7,2.4,6,8,6.0,4,4.3,2,0.8,8,9,8,9,8,5,5,81,0,0,1,1,0,0,0,0,0,0,0,0,1
15,4.7,1,61,55,3.8,0,32,2.6,0.0,3,8,2.0,5,5.5,6,1.0,6,2,7,5,10,4,4,71,0,1,0,0,0,1,0,1,0,0,1,0,0
21,2.8,2,89,91,2.8,0,31,1.2,3.3,6,8,6.0,6,7.5,6,0.1,8,6,9,6,4,6,2,47,0,0,1,0,1,0,0,0,1,0,1,0,0
22,2.0,3,46,96,2.3,0,92,1.6,2.1,5,6,6.0,6,7.2,5,1.3,3,2,2,2,8,1,3,49,1,0,1,0,0,1,1,0,0,1,0,0,0
23,4.7,6,74,68,5.8,0,99,1.9,2.6,5,7,3.0,2,6.7,0,0.9,1,1,1,10,3,6,10,65,0,0,1,0,0,0,0,0,1,1,0,0,0
16,2.7,0,91,85,2.3,0,115,1.1,3.3,10,10,3.0,4,6.3,2,0.2,5,5,5,5,9,10,5,39,0,0,1,1,0,0,0,0,1,0,0,0,1
23,4.5,4,96,64,3.7,1,110,1.8,0.6,9,2,6.0,1,4.9,6,1.3,9,3,8,1,6,6,5,39,0,0,1,0,0,0,0,0,0,0,0,1,0
18,4.2,7,82,59,0.3,0,119,0.6,2.0,7,8,7.0,8,4.2,3,0.8,9,9,8,3,6,2,6,76,1,1,0,0,1,0,1,0,0,0,0,0,0
22,3.7,1,77,52,2.3,1,67,1.1,2.0,6,9,9.0,10,5.6,7,0.3,8,3,5,3,10,4,5,61,1,0,1,0,0,0,0,0,0,0,1,0,0
22,2.0,5,90,89,3.8,0,110,2.7,1.0,3,8,5.0,2,5.8,0,1.5,10,10,5,9,7,9,9,50,1,0,1,1,0,0,1,0,0,1,0,0,0
16,5.0,2,45,76,3.6,0,107,0.1,1.1,1,5,10.0,8,8.9,0,2.1,3,3,3,1,3,2,9,88,0,1,0,0,0,1,0,0,1,0,0,1,0
22,5.6,5,72,72,3.1,0,76,0.0,0.8,2,4,8.0,4,8.1,7,0.7,4,9,1,6,1,6,4,62,0,0,0,0,0,0,0,1,0,0,0,0,1
23,2.3,6,68,73,7.4,0,88,4.0,1.2,10,9,8.0,4,5.1,1,0.2,8,9,3,8,10,8,5,47,0,0,0,0,1,0,0,1,0,0,0,0,1
20,3.6,0,78,50,0.3,0,98,1.5,2.0,1,1,5.0,4,7.1,1,1.9,2,5,10,9,7,10,4,47,1,1,0,0,1,0,0,1,0,0,1,0,0
